run_id,quarter,as_of_date,ric,market_cap,market_cap_date,is_dividend_payer_12m,rank_market_cap
20260306T105304Z,2011Q3,2011-07-01,CSX.OQ,29364497175.8599,2011-07-01T00:00:00+00:00,1,83
20260306T105304Z,2011Q3,2011-07-01,CVS.N,51485088958.74,2011-07-01T00:00:00+00:00,1,45
20260306T105304Z,2011Q3,2011-07-01,CVX.N,208490507652.21,2011-07-01T00:00:00+00:00,1,3
20260306T105304Z,2011Q3,2011-07-01,D.N,28208320945.71,2011-07-01T00:00:00+00:00,1,87
20260306T105304Z,2011Q3,2011-07-01,DE.N,35482216697.94,2011-07-01T00:00:00+00:00,1,65
20260306T105304Z,2011Q3,2011-07-01,DHR.N,37235309591.2,2011-07-01T00:00:00+00:00,1,63
20260306T105304Z,2011Q3,2011-07-01,DIS.N,75076905520.08,2011-07-01T00:00:00+00:00,1,31
20260306T105304Z,2011Q3,2011-07-01,DUK.N,25383819001.97,2011-07-01T00:00:00+00:00,1,96
20260306T105304Z,2011Q3,2011-07-01,DVN.N,33315480000.0,2011-07-01T00:00:00+00:00,1,69
20260306T105304Z,2011Q3,2011-07-01,ELV.N,29663067908.22,2011-07-01T00:00:00+00:00,1,82
20260306T105304Z,2011Q3,2011-07-01,EMR.N,42912923822.67,2011-07-01T00:00:00+00:00,1,58
20260306T105304Z,2011Q3,2011-07-01,EOG.N,27670285675.56,2011-07-01T00:00:00+00:00,1,89
20260306T105304Z,2011Q3,2011-07-01,EXC.OQ,28706979327.6,2011-07-01T00:00:00+00:00,1,85
20260306T105304Z,2011Q3,2011-07-01,FCX.N,50711602470.0,2011-07-01T00:00:00+00:00,1,46
20260306T105304Z,2011Q3,2011-07-01,FDX.N,30467304658.36,2011-07-01T00:00:00+00:00,1,78
20260306T105304Z,2011Q3,2011-07-01,GD.N,28201352977.35,2011-07-01T00:00:00+00:00,1,88
20260306T105304Z,2011Q3,2011-07-01,GE.N,203526470400.0,2011-07-01T00:00:00+00:00,1,5
20260306T105304Z,2011Q3,2011-07-01,GIS.N,24085622629.35,2011-07-01T00:00:00+00:00,1,100
20260306T105304Z,2011Q3,2011-07-01,GLW.N,29106056572.5599,2011-07-01T00:00:00+00:00,1,84
20260306T105304Z,2011Q3,2011-07-01,GS.N,70748527241.85,2011-07-01T00:00:00+00:00,1,33
20260306T105304Z,2011Q3,2011-07-01,HAL.N,46931025438.01,2011-07-01T00:00:00+00:00,1,51
